k,class,class_code,x_mean,x_min,x_max,x_amplitude,x_rel_amp,y_mean,y_min,y_max,y_amplitude,y_rel_amp,z_mean,z_min,z_max,z_amplitude,z_rel_amp
14.4,stable_coexistence,0,30.000000002589246,29.99999999853404,30.00000009765446,9.912042031601231e-08,3.30401401024858e-09,0.1572823537633073,0.1572823532661398,0.15728235378727035,5.211305553753931e-10,3.3133440777446284e-09,0.1572823537632047,0.15728235326228518,0.1572823537872699,5.249847223609549e-10,3.3378488419072016e-09
14.600000000000001,stable_coexistence,0,30.000000002598195,29.99999999857905,30.00000009657318,9.799413192013162e-08,3.2664710637214897e-09,0.15518895273861252,0.15518895224645848,0.15518895276198044,5.155219584551674e-10,3.321898558871434e-09,0.15518895273851097,0.15518895224269788,0.1551889527619797,5.192818119947873e-10,3.3461261438483913e-09
14.8,stable_coexistence,0,30.000000002606065,29.999999998621696,30.000000095478555,9.685685853355608e-08,3.2285619508380747e-09,0.1531505761957142,0.15315057570865204,0.15315057621851988,5.09867842390932e-10,3.3291931056097254e-09,0.15315057619561367,0.15315057570498344,0.1531505762185193,5.135358527308398e-10,3.353143458467409e-09
15.0,stable_coexistence,0,30.00000000261286,29.999999998662105,30.00000009437239,9.571028414256944e-08,3.1903428044744503e-09,0.15116508167551154,0.15116508119360358,0.15116508169778464,5.04181058014197e-10,3.3353010657346145e-09,0.15116508167541207,0.15116508119002503,0.1511650816977842,5.077591680446858e-10,3.3589712810460025e-09
15.200000000000001,stable_coexistence,0,30.000000002618666,29.99999999870052,30.000000093256375,9.455585470163896e-08,3.151861823112843e-09,0.1492304365762701,0.14923043609956493,0.14923043659803806,4.984731238888429e-10,3.340291265810746e-09,0.14923043657617172,0.1492304360960745,0.14923043659803728,5.019627768998447e-10,3.363675590693755e-09
15.4,stable_coexistence,0,30.000000002623526,29.999999998736957,30.000000092132023,9.339506590322344e-08,3.113168863168532e-09,0.14734471119800713,0.14734471072654143,0.14734471121929502,4.927535879328815e-10,3.344223107341112e-09,0.14734471119790982,0.14734471072313718,0.14734471121929466,4.96157476215231e-10,3.3673246374537394e-09
15.600000000000001,stable_coexistence,0,30.000000002627488,29.999999998771678,30.000000091000814,9.222913632811469e-08,3.074304544001233e-09,0.1455060723089831,0.14550607184278178,0.14550607232981444,4.870326641981393e-10,3.347163843196309e-09,0.14550607230888682,0.14550607183946182,0.1455060723298138,4.90351981241588e-10,3.3699760667076727e-09
15.8,stable_coexistence,0,30.00000000263063,29.99999999880465,30.000000089863942,9.10592916625319e-08,3.0353097218182376e-09,0.14371277718912376,0.14371277672820257,0.14371277720952022,4.813176524010032e-10,3.3491639491984306e-09,0.14371277718902858,0.14371277672496502,0.14371277720951975,4.845547296739028e-10,3.3716885801779053e-09
16.0,stable_coexistence,0,30.00000000263297,29.99999999883607,30.000000088722665,8.988659416786504e-08,2.996219805332536e-09,0.1419631681096098,0.14196316765397538,0.14196316812959137,4.756159910357383e-10,3.3502773808803117e-09,0.14196316810951573,0.14196316765081834,0.14196316812959114,4.787727991839574e-10,3.372514191953019e-09
16.2,stable_coexistence,0,30.00000000263456,29.999999998866063,30.000000087578034,8.871197110238427e-08,2.9570657031531234e-09,0.14025566721180618,0.14025566676145682,0.14025566723139168,4.699348687964289e-10,3.3505588625289305e-09,0.14025566721171318,0.1402556667583785,0.14025566723139107,4.730125735541435e-10,3.372502394788347e-09
16.400000000000002,stable_coexistence,0,30.000000002635456,29.99999999889463,30.00000008643103,8.753639946235126e-08,2.9178799818220437e-09,0.1385887717522162,0.13858877130714367,0.13858877177142306,4.642793927089883e-10,3.350050562098012e-09,0.13858877175212428,0.13858877130414224,0.13858877177142256,4.672803255445501e-10,3.371704068352019e-09
