k1,k2,x_mean,x_min,x_max,x_amp,relative_amp_x,y_mean,y_min,y_max,y_amp,relative_amp_y,z_mean,z_min,z_max,z_amp,relative_amp_z,class
0.2,1.3,53.020855178590935,3.879094041814093,74.82676197871231,70.94766793689821,1.3381087064311352,0.6630074307703265,0.0021301254242888,4.85951301163528,4.857382886210991,7.326287249239471,1.7510805271120728,0.8117036985746717,3.223716722909825,2.4120130243351534,1.3774426629663514,oscillatory_coexistence
0.2,1.4,53.70124121558661,4.989156016611247,74.80857256996751,69.81941655335626,1.3001453034029704,0.6429116104596432,0.0028262139294745,4.603748650935727,4.600922437006252,7.156384115865808,1.701236605328336,0.7982659524666772,3.10567555839981,2.307409605933133,1.3563131657906278,oscillatory_coexistence
0.2,1.5,54.18683422812878,5.842422049755784,74.78995105031059,68.94752900055481,1.272403711762928,0.6085762846206576,0.0035714732127826,4.378890473993907,4.375319000781125,7.189433948286684,1.663140423755331,0.7845239236727934,3.002163980757612,2.2176400570848185,1.3334051805896865,oscillatory_coexistence
0.2,1.6,54.36478938884501,6.663871887532607,74.77123957172243,68.10736768418982,1.2527845403216695,0.6088837329568999,0.0043535035701399,4.204559762427695,4.200206258857555,6.898207377709613,1.6295432113714314,0.7706595963782781,2.908440132670046,2.137780536291768,1.3118894432331685,oscillatory_coexistence
0.2,1.7000000000000002,54.451154304139465,7.46451719384993,74.75185116846359,67.28733397461366,1.235737512537859,0.6273354840043975,0.0051639653586906,4.064150837800667,4.058986872441976,6.470201313221194,1.5951998877608196,0.7571048771653648,2.8206278842036827,2.063523007038318,1.2935827182971968,oscillatory_coexistence
0.2,1.8,54.578196992347415,8.247099938160936,74.73249316217543,66.4853932240145,1.21816763630604,0.6381134358129743,0.0059962150380522,3.942829497296393,3.9368332822583407,6.16948815258299,1.5607551059341724,0.7438966509538598,2.7421553074022333,1.9982586564483733,1.2803153094610944,oscillatory_coexistence
0.2,1.9,54.7342706540562,8.892653778783252,74.7147118608976,65.82205808211434,1.2025748638935274,0.6423434253351297,0.0067842499071752,3.832820740465378,3.826036490558203,5.956372151791061,1.5270501049360312,0.7296334131852122,2.66984113876374,1.940207725578528,1.2705593086341678,oscillatory_coexistence
0.2,2.0,54.8906755989736,9.404462685580194,74.69828420105769,65.29382151547749,1.1895248291805909,0.6439516745303746,0.0074945891891783,3.751328998023326,3.743834408834148,5.813843735337225,1.4942945939650902,0.7150412416821134,2.6044972062642757,1.889455964582162,1.2644467645213464,oscillatory_coexistence
0.3,0.0,18.686240831009307,1.1773123758366518e-15,74.93402657249985,74.93402657249985,4.010117778646247,1.3357545066727263,1.2320921392810446e-16,24.1033522762578,24.1033522762578,18.044747111712592,1.546458532909453,0.0932582597396794,5.874967035833649,5.78170877609397,3.738676888550466,low_density_risk
0.3,0.1,18.927583248185083,1.5756119563391004e-11,74.92561614093268,74.92561614091692,3.958541096264754,1.047278453734963,1.724028077200918e-15,22.61004999380212,22.61004999380212,21.58933940934729,1.962230499659685,0.2145643555793522,6.069482364018456,5.854918008439104,2.983807462707136,low_density_risk
0.3,0.2,21.18750793659805,3.397505481759807e-07,74.9147135533176,74.91471321356705,3.535796349327156,1.0586123206891112,8.80108655145696e-14,19.18871108524957,19.18871108524948,18.126287319932494,2.3854103631879364,0.4528068066228234,5.903434262169566,5.450627455546742,2.284985233425443,low_density_risk
0.3,0.3,34.228831307473655,0.0005242334519996,74.90070699694722,74.90018276349522,2.188219109518327,0.7827022657784446,5.737260652018504e-10,14.22450352095304,14.224503520379317,18.173581631597827,2.3762807342212886,0.7264913190983853,5.418655960219957,4.692164641121572,1.9745834629498131,low_density_risk
0.3,0.4,38.801461489938966,0.0411469764955551,74.87034666532186,74.82919968882631,1.9285149789583889,0.8007555348624285,8.730819796795178e-07,10.056316541629462,10.056315668547482,12.55853407277743,2.4844795755084346,0.93666496988307,4.906756473625737,3.970091503742667,1.5979569898169166,low_density_risk
0.3,0.5,44.89563005989908,0.5101716869696346,74.80964453859514,74.29947285162551,1.65493774678058,0.8396276611037335,0.0001086682317193,7.268902583962467,7.268793915730747,8.657163469539448,2.3966745206962274,1.0679459285700028,4.457483254731208,3.3895373261612054,1.4142668505422002,oscillatory_coexistence
0.3,0.6000000000000001,46.238907265082695,2.334318515217795,74.71332991143005,72.37901139621226,1.5653270303571316,0.7426833480627488,0.0010258761125504,5.468358160278995,5.467332284166444,7.361592660479512,2.390635162631229,1.1441031917966349,4.085975268475592,2.941872076678957,1.230581781219926,oscillatory_coexistence
0.3,0.7000000000000001,48.93678573868286,4.98798196577246,74.60320128640024,69.61521932062777,1.4225539799929665,0.6959436540052398,0.0030592874577247,4.499636025889562,4.496576738431838,6.4611218344287416,2.288443532766706,1.1599720381215104,3.776862252626008,2.616890214504497,1.1435240490026684,oscillatory_coexistence
